RowNumber,P_hat_test,Exited
2955,0.156627587,0
6606,0.156627587,0
9133,0.156627587,0
7781,0.156611317,0
6509,0.156577986,1
3332,0.156536808,0
4830,0.156504604,0
1851,0.156499061,0
3135,0.156492703,0
1909,0.156390532,0
2276,0.156390532,0
3074,0.156355526,0
2101,0.156323595,0
2841,0.156323595,0
6477,0.156323595,0
9060,0.156190556,0
3816,0.156164486,0
7868,0.156154714,0
9595,0.156086915,0
5146,0.15601608,0
6610,0.155952354,0
9824,0.155930756,0
13,0.155864307,0
2202,0.155848407,0
1600,0.155796226,0
4237,0.155779807,0
4268,0.155736844,0
5763,0.155675074,0
7200,0.155629137,0
8158,0.155629137,0
6173,0.155605631,1
2855,0.15558182,0
1143,0.155561523,0
1912,0.155561523,0
8338,0.155561523,0
4051,0.155467066,0
1351,0.155445874,0
4947,0.155393314,1
1087,0.155388731,1
7737,0.15529786,0
6981,0.155279513,0
4592,0.15526951,0
6561,0.15526951,0
7061,0.15526951,0
7319,0.15526951,0
5706,0.15524743,0
6084,0.155223481,1
9652,0.155132976,0
6301,0.155058276,0
3058,0.154978794,0
4703,0.154943933,0
8127,0.154914141,1
955,0.154905351,1
9617,0.154827595,0
7565,0.154743859,1
1007,0.154511636,0
7196,0.154511636,0
8447,0.154511636,0
9418,0.154511636,0
3963,0.1544864,0
8945,0.154455756,0
2869,0.154444594,1
932,0.154301974,0
1768,0.154277197,0
3847,0.154277197,0
7285,0.154266935,0
5526,0.154231679,0
3170,0.154210999,0
5787,0.154210999,0
6487,0.154210999,0
6558,0.154210999,0
7821,0.154210999,0
8258,0.154210999,0
3265,0.15420822,0
2592,0.154187686,0
6386,0.154119498,0
5334,0.154096573,0
3047,0.154042042,1
7316,0.154030896,0
1624,0.153977869,0
2206,0.153977869,0
7998,0.153869422,0
9731,0.153858058,0
2133,0.15382231,1
7513,0.153776084,0
5231,0.15374666,0
3777,0.153742867,0
9776,0.153711302,0
7839,0.153647966,0
1268,0.153546442,0
3989,0.153540571,1
7257,0.153472309,0
1526,0.153462935,0
7572,0.153433137,1
2911,0.153385758,0
3245,0.153333093,0
9600,0.153299173,0
3357,0.153262084,0
2399,0.153254489,0
2493,0.153232282,1
5439,0.153203324,0
6359,0.153168573,0
7620,0.153168573,0
8597,0.153168573,0
6901,0.153060795,0
3195,0.15301255,0
7708,0.153011965,0
220,0.152992316,1
8955,0.152992316,1
3633,0.152960184,0
392,0.152944446,0
5604,0.152870078,0
8766,0.152870078,0
3660,0.152852938,1
5016,0.152838515,0
7414,0.15281453,0
4141,0.152801041,0
49,0.152723702,0
2103,0.152718778,0
2272,0.152699869,0
2923,0.152639941,0
534,0.152613626,0
1363,0.152574022,0
6361,0.152573664,0
4053,0.152572243,0
4282,0.152571728,0
5072,0.152541679,0
9555,0.152540162,1
8449,0.152534441,1
157,0.152419104,0
5960,0.152419104,0
7245,0.152419104,0
3544,0.152276717,1
205,0.152254869,0
9112,0.152221158,0
6069,0.152168295,0
5364,0.15216511,1
1322,0.152121806,0
4111,0.152121806,0
8714,0.152121806,0
9538,0.152121806,0
8851,0.152064633,1
1228,0.152028413,0
4168,0.151991251,0
4092,0.151969554,0
7782,0.151953644,0
5583,0.151891267,0
8314,0.151891267,0
2409,0.151890343,0
7281,0.151890343,0
2943,0.151865894,0
1472,0.151741697,0
5372,0.151698621,1
6203,0.151684973,0
1221,0.151607791,0
1751,0.151581512,0
4280,0.15156182,0
5862,0.151494139,0
1389,0.151467379,1
337,0.151364242,0
7378,0.151359021,0
6079,0.15134319,0
1932,0.151293088,1
2621,0.151223448,0
9625,0.151204737,1
3765,0.151199221,0
4957,0.151173285,0
1910,0.15109098,0
545,0.15109006,1
6202,0.151024985,0
7331,0.151010626,0
6306,0.151003739,0
4305,0.150964115,0
8212,0.150941204,0
1263,0.15091916,0
3868,0.150795812,0
3956,0.150795812,0
5302,0.150795812,0
6711,0.150795812,0
8670,0.150795812,0
6088,0.150747865,1
9728,0.150631837,1
4420,0.150625472,0
2673,0.150621539,0
2006,0.150595099,1
3065,0.150589064,0
2697,0.150454085,0
8434,0.150416263,0
1417,0.150349871,0
3060,0.150349871,0
6200,0.150349871,0
3961,0.150321212,0
836,0.150154523,0
6659,0.150121541,1
6775,0.150120626,1
3027,0.150055895,0
8437,0.150055895,0
7078,0.150055359,0
6324,0.150043326,0
1779,0.149876313,0
1888,0.149875561,0
9899,0.149827933,1
77,0.149827019,0
6835,0.149796283,0
3846,0.149765352,0
2174,0.149543864,0
9685,0.149529518,0
8019,0.149499066,1
2598,0.14943681,0
7503,0.149384351,1
7813,0.149370028,0
3653,0.149286962,0
6407,0.149284253,0
5211,0.149189717,0
9584,0.149178527,0
6578,0.149111211,0
425,0.149091932,0
1639,0.149091932,0
6322,0.149091128,0
1026,0.149036607,0
5390,0.149036607,0
9671,0.149036607,0
6036,0.149028835,0
7523,0.148971353,1
4527,0.148919539,0
9930,0.14888529,0
8484,0.148876122,0
5922,0.148864269,0
4289,0.148864154,0
343,0.148809014,0
827,0.148809014,0
1003,0.148802638,0
1770,0.148763435,0
462,0.14874475,0
1936,0.14874475,0
3414,0.14874475,0
9514,0.148725308,1
7956,0.148723345,0
305,0.148591942,0
4241,0.148582615,0
5095,0.148518432,0
7261,0.148498742,0
8613,0.148414311,0
9226,0.148403911,0
9968,0.148377777,0
3605,0.148368809,0
1357,0.148341822,0
7336,0.148324973,0
7163,0.148312105,0
218,0.148303815,0
1365,0.148256994,0
740,0.148254729,0
598,0.148169983,0
2628,0.148165898,0
3903,0.148156302,1
260,0.148144155,0
358,0.148129566,1
4039,0.148078051,1
6699,0.148078051,0
46,0.148038322,0
4457,0.148013143,0
7793,0.148013143,0
5450,0.147851667,0
2593,0.147831113,0
4277,0.147799039,0
5793,0.147787745,0
2261,0.147786841,0
6959,0.147781962,0
1638,0.14773282,0
1713,0.14772966,0
1380,0.147704255,0
6810,0.147685615,0
9512,0.147639212,0
5747,0.147572554,0
109,0.147503251,0
928,0.147475492,0
5066,0.14744317,0
4058,0.147412636,0
7161,0.147406672,0
4068,0.14728594,0
1116,0.147169136,0
9099,0.147158815,0
7672,0.147060032,1
2794,0.14703801,0
4881,0.147028011,0
701,0.147005331,0
1084,0.147005331,0
5435,0.147005331,0
1727,0.146897147,0
5935,0.146876494,0
9786,0.14686974,0
4107,0.146860768,0
4090,0.146780304,0
9897,0.146778546,0
2268,0.146716765,0
3006,0.146716765,0
6033,0.146716765,0
7291,0.146716765,0
7341,0.146716765,0
9785,0.146716765,1
5807,0.146672286,0
5959,0.146649893,0
9931,0.146648181,0
7617,0.146622562,0
5800,0.14655646,1
7490,0.146538494,0
8746,0.146534837,0
9708,0.146531844,0
7541,0.146493002,0
502,0.146492105,0
7442,0.146492105,0
3891,0.146301671,0
2936,0.146180181,0
9388,0.146072988,0
5954,0.146057597,0
9004,0.146006458,0
5903,0.145993423,0
6838,0.145993423,0
7221,0.145993423,0
9076,0.145993423,1
9305,0.145993423,0
722,0.1459273,1
2651,0.145923425,0
3714,0.145855441,0
1836,0.145807773,0
3324,0.14571627,0
3726,0.14571627,0
4734,0.14571627,0
2378,0.145708607,0
3140,0.145703413,0
7264,0.145492881,0
547,0.145429804,0
7321,0.145405229,0
7292,0.145364085,1
9155,0.145231057,0
6443,0.145202904,0
5503,0.145184498,0
4870,0.145138405,1
4740,0.144997022,0
9118,0.144997022,0
1076,0.144980264,0
2617,0.14493897,0
8138,0.144806208,1
1494,0.144775436,0
8872,0.144775436,0
1321,0.144774548,0
2904,0.144774548,0
3879,0.144741708,0
2724,0.144737004,0
1176,0.14471173,0
4523,0.14471173,0
5698,0.14471173,0
7622,0.14471173,0
9996,0.14471173,0
4934,0.144699483,0
4028,0.144680505,0
7032,0.144648012,1
2023,0.144645658,0
8469,0.144611407,0
1498,0.144593183,0
8147,0.144521439,0
4470,0.144510158,1
447,0.144490507,0
3314,0.14448962,0
9664,0.144478699,0
4071,0.144421062,0
4108,0.144381527,1
1164,0.144150636,0
5674,0.144147568,0
5711,0.144138479,0
7776,0.143996604,0
7597,0.143899974,0
4414,0.143867585,0
573,0.143846689,0
9358,0.14383877,1
3475,0.143813452,0
9194,0.143778876,0
1303,0.143722605,0
2702,0.143722605,0
4306,0.143722605,1
3457,0.143709823,1
790,0.143709332,0
7170,0.143665709,0
975,0.143650101,0
3722,0.143615127,0
2337,0.14361099,1
7066,0.143555375,0
5615,0.143501758,0
6907,0.143501758,0
7164,0.143501758,0
8346,0.143501758,0
9965,0.14349491,0
7199,0.14344554,0
1566,0.1434394,0
1795,0.1434394,0
4579,0.1434394,0
4716,0.1434394,0
6011,0.1434394,0
8088,0.1434394,0
8673,0.1434394,0
9021,0.143373467,0
5166,0.143257833,0
3567,0.143118615,0
151,0.14301155,0
1210,0.14301155,0
829,0.142855517,0
9120,0.142800743,1
1558,0.14278892,1
3242,0.14276007,0
7263,0.142759796,0
4801,0.142729512,0
4976,0.142729512,0
5519,0.142729512,0
7923,0.142729512,0
9975,0.142722822,0
5685,0.142608558,0
1471,0.142533458,0
3323,0.142522293,0
1318,0.142510814,1
9670,0.142510814,0
6847,0.142400701,0
438,0.142320071,0
254,0.142309172,0
1665,0.14229152,0
2525,0.14229152,1
9901,0.142169642,0
9845,0.14212768,0
7467,0.142063024,0
9124,0.142057317,0
8014,0.142033819,0
1564,0.142008436,0
3704,0.141902841,1
2193,0.141874661,0
4391,0.14184186,1
7816,0.141804761,0
3745,0.141786863,1
8342,0.14175169,0
9749,0.141747239,1
1046,0.141638909,0
1194,0.141592054,1
5770,0.141534243,0
9240,0.141501108,0
198,0.141489664,0
6845,0.141480892,0
2413,0.141471727,0
5549,0.141471727,0
5804,0.141471727,0
7042,0.141471727,0
549,0.14146173,0
7213,0.141450257,1
2543,0.141449264,1
1923,0.141440775,1
8371,0.141429788,0
6031,0.141418202,0
6085,0.141383951,0
7440,0.141360404,0
3299,0.141347708,0
5586,0.141323959,0
6850,0.141316204,0
1025,0.141291226,0
2015,0.141268418,0
7133,0.141266121,1
4688,0.141265152,0
559,0.141253769,0
1415,0.141233666,0
1960,0.141175727,0
7063,0.141149499,0
4631,0.141060885,0
22,0.14104878,0
3216,0.14104878,0
5794,0.14104878,0
7914,0.141047432,0
5433,0.14103696,0
7204,0.14097101,0
4651,0.140966837,0
3285,0.140955894,0
6002,0.140832234,1
2007,0.140769977,0
2777,0.140769977,0
4555,0.140769977,0
5359,0.140769977,0
9032,0.140769977,0
7428,0.140747498,0
3398,0.140716912,0
7202,0.140715232,1
2131,0.140615099,0
2819,0.14055379,0
6014,0.14055379,0
7233,0.140547451,0
8240,0.140492934,0
6891,0.140438976,1
5392,0.14034268,0
1684,0.140337014,0
135,0.140312488,0
4320,0.140253588,0
8348,0.140123777,1
4691,0.140113775,0
7031,0.140009143,0
6791,0.139974394,0
833,0.139928116,0
5262,0.139878161,0
5174,0.139855851,0
9092,0.139836616,0
324,0.139803391,0
4354,0.139803391,0
6889,0.139803391,0
3795,0.139679008,0
1030,0.139639977,0
3214,0.13957232,0
313,0.13952665,0
458,0.13952665,0
3651,0.13952665,0
7432,0.13952665,0
9423,0.139519176,0
63,0.139439553,0
3984,0.139372918,1
6208,0.139356595,0
1099,0.139313454,0
607,0.139311202,0
5907,0.139186808,0
5383,0.13917952,0
2808,0.1391118,0
2829,0.13910877,0
3675,0.139108576,0
5865,0.139108576,0
2295,0.139097385,0
2226,0.139089162,0
1101,0.139064342,0
6315,0.139048903,1
5591,0.139037237,0
7155,0.138993656,0
6567,0.138992096,0
2561,0.138894527,1
9201,0.138894527,0
1077,0.138832988,0
4815,0.138832988,0
5796,0.138832988,0
6246,0.138832988,0
7990,0.138832988,0
8933,0.138784199,1
6785,0.138742392,0
5978,0.138648868,0
7919,0.138619295,0
726,0.138520367,0
6581,0.138496409,0
8015,0.138474233,0
9496,0.138411468,0
7945,0.138367465,1
9790,0.138353019,0
4625,0.138310751,1
4999,0.138268261,0
7177,0.138242043,0
3813,0.138185024,0
1556,0.13816736,1
5530,0.138139786,0
5319,0.138131979,0
6159,0.138090192,0
3283,0.138035641,0
6240,0.138033994,0
594,0.138025563,0
121,0.138012948,0
4188,0.138009831,0
5241,0.137923891,0
7991,0.137920612,0
4538,0.137877568,0
6007,0.137877568,0
7649,0.137877568,0
9228,0.137877568,0
2734,0.137854874,0
6974,0.137783387,0
466,0.137679444,0
8538,0.137664258,0
241,0.137604029,0
865,0.137604029,0
1150,0.137604029,0
1596,0.137604029,0
3041,0.137604029,0
4811,0.137604029,0
7386,0.137604029,0
519,0.13757774,1
8843,0.137561508,0
2159,0.137549341,0
8878,0.137517146,0
589,0.137391926,0
8433,0.137362382,1
7071,0.137359065,0
6714,0.137339392,1
7476,0.137269268,0
4889,0.137252581,0
8860,0.137190797,0
4373,0.137078819,0
9130,0.137031017,1
2146,0.137022035,0
4854,0.137010677,0
8958,0.136996838,0
1847,0.13697923,0
5280,0.136925032,0
1945,0.136918405,0
2091,0.136918405,0
9465,0.136918405,0
7525,0.136896987,0
5682,0.136895279,0
2719,0.136797587,0
9436,0.13674907,0
1275,0.136712755,0
3384,0.136709785,0
6508,0.136686641,0
2995,0.136677153,0
9919,0.136675182,0
3215,0.136657303,0
2619,0.136655724,0
8612,0.136655724,0
4328,0.136622141,0
5347,0.136587851,0
1628,0.136579306,0
9696,0.136569996,0
8895,0.13654944,0
652,0.136495406,0
1355,0.136495406,1
8728,0.136479099,0
389,0.136444006,0
2793,0.136444006,0
4779,0.136444006,0
3780,0.136384226,0
2608,0.13626648,0
2344,0.136236457,0
1948,0.136172862,0
8521,0.136172862,0
4348,0.136169396,1
7691,0.136158036,0
444,0.136157094,0
6789,0.136056169,0
8392,0.136050606,0
3336,0.13597408,0
8619,0.135945918,0
9114,0.135898372,0
4614,0.135763251,0
6598,0.135717988,0
1777,0.135703723,0
2842,0.135703723,0
4001,0.135703723,0
4338,0.135703723,0
5592,0.135703723,0
6653,0.135703723,0
1433,0.13555354,0
3499,0.135546864,0
9993,0.135494089,0
864,0.135493248,0
8453,0.135442167,1
3443,0.135429301,0
8637,0.135415412,1
7444,0.135412247,0
9778,0.13539752,0
27,0.135385218,0
8261,0.13535552,0
2063,0.135239279,0
7829,0.135211015,0
4398,0.135166156,0
179,0.135087366,0
6560,0.135054429,0
2426,0.13502807,0
2514,0.135026085,0
2352,0.134984755,1
9831,0.134925662,0
906,0.134876534,1
2760,0.134817334,0
9739,0.134817334,1
7560,0.134766467,0
8807,0.134747558,0
6594,0.134727546,0
8877,0.134546317,1
8003,0.134498138,0
9497,0.134498138,0
4565,0.134434844,0
6619,0.13441527,0
9761,0.134390225,0
6077,0.134384787,0
2546,0.134349082,0
4662,0.134349082,0
2252,0.134324733,0
669,0.134283412,0
5432,0.134200162,0
8149,0.134199934,0
9551,0.134198251,0
7864,0.134153856,0
2298,0.134135469,0
8370,0.134115046,1
2584,0.134092783,0
3870,0.134092783,0
5981,0.134092783,0
3325,0.13407195,0
9724,0.133906891,0
1668,0.13388442,0
5717,0.133839867,0
7055,0.133825588,0
9870,0.133825588,0
3834,0.13382029,0
5258,0.133777869,0
9160,0.133699049,0
4475,0.133618406,0
7938,0.133618406,1
7564,0.133617576,0
8281,0.133617576,0
8317,0.133617576,0
2243,0.133560143,0
803,0.133529287,0
9628,0.133433475,0
2393,0.133410667,0
2509,0.13338749,0
4918,0.133359581,0
2865,0.133252954,0
7119,0.133247159,0
1163,0.133215294,0
622,0.133149939,0
8939,0.133143265,0
9528,0.133138832,1
3649,0.133082183,1
1451,0.133016846,1
4169,0.132949579,0
2676,0.132904197,0
8228,0.132899309,0
2711,0.132866598,0
4159,0.132860824,0
7091,0.132841563,0
4128,0.13274272,1
6973,0.13274272,1
733,0.132704143,0
2497,0.132692516,0
5797,0.132692516,0
8743,0.132692516,0
1787,0.132634128,1
4459,0.132634128,0
5173,0.132634128,0
5936,0.132634128,0
6118,0.132634128,0
6428,0.132634128,0
1413,0.132616912,0
2889,0.13259081,0
2844,0.132583511,0
3333,0.132539784,0
6423,0.132536092,0
6623,0.132486821,0
8936,0.132486821,1
8192,0.132477025,0
942,0.132233532,0
1491,0.132233532,0
2641,0.132233532,0
4456,0.132233532,0
5938,0.132233532,0
8888,0.132199669,1
9717,0.132133635,1
2354,0.13209553,0
170,0.13202752,0
7833,0.132017222,1
1103,0.131969477,0
1807,0.131969477,0
4392,0.131969477,0
7612,0.131969477,0
7670,0.131969477,0
7931,0.131969477,0
8941,0.131969477,0
9554,0.131969477,0
8920,0.131925401,0
8072,0.131861806,1
8650,0.131842137,0
5283,0.131778753,0
2403,0.131766078,0
5055,0.131764732,0
6094,0.131755891,0
2797,0.131598774,0
5505,0.131588775,0
6688,0.131566735,0
463,0.131487633,0
4504,0.131429747,0
6950,0.131395984,0
2304,0.131302703,0
8044,0.131293007,0
2851,0.131210527,0
1623,0.131147496,0
5689,0.131112225,0
9001,0.131103779,0
2567,0.131069082,0
9661,0.131054102,0
2481,0.131023042,0
772,0.130988009,0
194,0.130982298,0
455,0.130980503,0
2910,0.130952765,0
7403,0.130952277,0
5501,0.13092766,0
4124,0.130917208,0
6075,0.130849747,0
316,0.130792047,0
2484,0.130792047,0
9575,0.130792047,0
5274,0.130784574,0
5830,0.130731573,0
5806,0.13067166,0
1931,0.130671509,0
342,0.130662618,0
1196,0.130646477,0
2495,0.130620358,0
4548,0.130606461,1
9455,0.130588039,0
5983,0.130572675,0
6514,0.130571229,0
553,0.130558399,0
4989,0.130488407,1
9028,0.130400306,0
442,0.130396178,0
1829,0.130396178,0
2046,0.130396178,0
5585,0.130396178,0
1028,0.130393369,0
4132,0.130389803,0
6695,0.130366028,0
7077,0.130345518,0
2412,0.130244142,0
2067,0.130241353,0
9250,0.130207745,0
8584,0.130201368,0
8894,0.130192695,0
9241,0.130192695,0
4567,0.130192414,0
394,0.130135242,1
1482,0.130135242,0
1497,0.130135242,0
6162,0.130135242,0
8268,0.130135242,0
3942,0.130097933,1
834,0.129961499,0
4536,0.129931512,1
4834,0.129886301,0
3117,0.129849518,0
8796,0.129825468,1
6555,0.129821299,0
428,0.129767702,0
7607,0.129727709,0
4067,0.129680814,0
4616,0.129680814,0
6989,0.129680814,0
9040,0.129680814,0
5980,0.129586064,0
4441,0.129435081,0
1412,0.129267588,0
5401,0.129230695,0
5906,0.129230695,0
6401,0.129230695,0
9205,0.129230695,0
8909,0.129217357,0
7978,0.129205902,0
4718,0.129163349,0
2126,0.129028761,0
3107,0.129028761,0
7884,0.129028761,0
2437,0.128971745,0
4583,0.128971745,0
4692,0.128971745,0
5403,0.128971745,0
7150,0.128971745,0
7961,0.128971745,0
5827,0.128939078,0
5831,0.128909555,0
7115,0.128896863,0
3272,0.128866216,0
329,0.128866178,0
5131,0.128850726,0
3487,0.128674922,0
2038,0.128642268,1
301,0.128580571,0
1088,0.128580571,0
391,0.128531457,0
4664,0.128463685,0
4917,0.128450819,0
1606,0.128444037,0
516,0.128322732,0
1814,0.128322732,0
3417,0.128322732,0
6353,0.128322732,0
6825,0.128322732,0
7087,0.128299797,0
6186,0.128272249,0
3628,0.128261497,0
4704,0.128179505,0
7692,0.128151537,0
7401,0.128134608,1
2470,0.128109451,1
8929,0.128074095,0
6922,0.12799139,0
5897,0.127964555,0
6207,0.127922352,0
3689,0.127914101,0
1685,0.127896644,0
2805,0.127873703,0
9209,0.127873703,0
5381,0.127817122,0
5570,0.127817122,0
5925,0.127807497,0
5721,0.127794814,0
9560,0.127785542,0
7158,0.127779313,0
1475,0.127740881,0
1490,0.127726549,0
7973,0.127641333,0
3477,0.12751969,1
1745,0.127504545,0
2780,0.127502906,0
3552,0.127498425,0
660,0.127428938,0
835,0.127428938,0
5693,0.127428938,0
6492,0.127428938,0
8324,0.127428938,0
9707,0.127428938,0
9287,0.127397102,1
561,0.127363451,0
5884,0.127357778,0
9907,0.127325742,0
6625,0.12731244,0
8542,0.127294559,0
125,0.127230205,0
3864,0.127230205,0
4462,0.127230205,0
1648,0.127229408,0
3380,0.127229408,0
4144,0.127210676,0
3549,0.127187488,0
4118,0.127173071,0
5972,0.127173071,0
210,0.127121245,0
1340,0.12711953,0
7753,0.127067171,0
5666,0.127025535,0
4345,0.126989328,0
1495,0.126973883,0
3802,0.126932467,0
930,0.126929094,0
4292,0.126868993,0
7635,0.126727353,0
1446,0.126726218,0
4074,0.126717993,0
2555,0.126608318,0
9382,0.126603051,0
5151,0.126574129,0
2501,0.126531794,0
7988,0.126506698,0
4577,0.126491727,0
7709,0.126445876,0
2173,0.126338694,0
6230,0.126334258,0
5885,0.12631284,0
9087,0.126286125,0
9995,0.126286125,0
6574,0.126265827,0
8701,0.126258975,0
9437,0.126229353,0
4813,0.126146116,0
6890,0.126127272,0
2158,0.126088126,0
4950,0.126032221,0
7148,0.126032221,0
9613,0.126032221,0
9681,0.126032221,0
9815,0.126032221,0
511,0.126017755,0
2627,0.12598628,0
73,0.125938105,0
9926,0.12591924,0
9327,0.125918329,1
3474,0.125891182,1
1746,0.125846985,0
4585,0.125813166,0
5956,0.125722638,1
2951,0.125702951,0
2972,0.125690161,0
8594,0.125649499,0
6089,0.125648676,0
2700,0.125575507,0
1037,0.125571744,0
7812,0.125469155,0
6532,0.125451533,0
7946,0.125451533,0
1074,0.12539587,0
6235,0.12539587,0
6266,0.12539587,0
8080,0.12539587,0
8618,0.12539587,0
2041,0.125383323,0
2379,0.12533918,0
6931,0.125280823,0
720,0.125255441,0
7459,0.125255441,0
6945,0.125252346,0
5419,0.125232093,0
801,0.125199067,0
1992,0.125131834,0
2227,0.125130691,0
453,0.12502378,0
5035,0.125001636,0
6934,0.124987231,0
6221,0.124958238,0
4308,0.124938653,0
1803,0.124899424,0
4580,0.124899356,1
4238,0.12481848,0
1590,0.124776567,0
6340,0.124692745,0
3819,0.124622454,0
7102,0.124622454,0
2731,0.124552427,0
3103,0.12451955,0
9104,0.12451955,0
1633,0.124515547,0
4206,0.124430042,0
418,0.124378733,0
6731,0.12435777,0
5736,0.124323927,0
5239,0.124306412,0
2342,0.124300671,0
7655,0.124295354,0
8366,0.124273883,0
1780,0.124268693,0
6327,0.124224131,0
948,0.124207086,1
4653,0.1241941,0
2356,0.124129347,1
7943,0.124129347,1
2858,0.124073408,0
3262,0.124073408,0
8197,0.124047955,0
9620,0.124031621,0
4276,0.123971511,0
8294,0.123952315,0
6953,0.123906529,0
1701,0.123889755,0
3085,0.123889755,0
8725,0.123889755,0
8752,0.123889755,0
3824,0.123785044,0
7374,0.123703302,0
1332,0.123699229,0
9789,0.123695759,0
487,0.123639987,0
3280,0.123639987,0
7615,0.123639987,0
4065,0.123619391,1
174,0.123611132,0
5167,0.123501247,0
3583,0.123446327,0
5561,0.123446327,0
403,0.123445551,0
6677,0.123445551,0
8959,0.123445551,0
1231,0.123428479,0
283,0.123392322,1
4949,0.123391189,0
4290,0.123370642,0
9623,0.123337262,0
2559,0.123318808,0
203,0.123252153,1
2480,0.123251393,0
5462,0.123236197,0
957,0.123205028,0
7313,0.123205028,0
2565,0.123127322,1
2486,0.123076425,0
5812,0.123065136,0
9722,0.123031194,0
3179,0.123027646,0
4984,0.122989691,0
6511,0.122907887,1
8097,0.122828073,0
406,0.122821199,0
1907,0.122774216,0
3906,0.122774216,0
4061,0.122774216,0
4866,0.122774216,0
5222,0.122774216,0
8133,0.122774216,0
1848,0.122771238,1
7867,0.122696311,0
624,0.122638378,0
8724,0.12262787,1
7451,0.122616352,0
6680,0.12259765,0
3051,0.122580951,1
565,0.122533489,0
4450,0.122526383,0
6638,0.122526383,0
3749,0.122519299,0
7573,0.122486691,0
2642,0.122474012,0
1,0.122388718,1
3806,0.122334223,0
8271,0.122334223,0
9887,0.122332102,0
7146,0.122301675,0
5428,0.1222286,0
6954,0.122216337,0
705,0.122197017,0
3977,0.122191033,0
3291,0.122152016,0
3527,0.122152016,0
5091,0.122152016,0
9576,0.122152016,0
5110,0.121960363,0
6451,0.121960363,0
116,0.121941605,0
1577,0.121937765,0
9149,0.121905265,0
9518,0.121903736,0
4323,0.121874756,0
707,0.121870411,0
9203,0.121856417,0
8868,0.121831886,0
5566,0.121807278,0
4461,0.121713944,0
165,0.121705953,1
1534,0.121586382,0
8154,0.12155632,1
2946,0.121488818,1
4340,0.121475562,0
8680,0.121440176,1
9955,0.121396829,0
1962,0.121371549,0
4218,0.121229807,1
1421,0.121065447,0
1400,0.121049962,0
8068,0.121049962,0
8865,0.121049962,0
1232,0.121042811,0
9513,0.121037923,0
3737,0.121032774,0
3253,0.1209834,0
7551,0.120880476,0
4427,0.120859037,0
7869,0.12083908,0
825,0.120805131,0
3198,0.120805131,0
6662,0.120805131,0
7419,0.120805131,0
8753,0.120740001,0
2374,0.120736063,0
5179,0.120663528,0
9062,0.120651534,0
8820,0.120650081,0
9283,0.1206153,0
103,0.120592882,0
3915,0.120565443,0
8431,0.12051485,0
9570,0.120435301,0
5879,0.120380868,0
4047,0.120191543,0
8595,0.120191543,0
6749,0.120188864,0
3149,0.120162309,1
4428,0.120136753,0
1789,0.120056142,0
5442,0.120039484,0
3130,0.119963301,0
5772,0.119949709,0
715,0.119797937,1
5028,0.119735076,0
7528,0.119713571,0
7962,0.119629482,0
3505,0.11959457,0
1284,0.119558892,0
9630,0.119484226,0
4657,0.119466897,0
5732,0.119459125,1
1311,0.119417133,0
2527,0.11934663,0
4910,0.11934663,0
4905,0.119158027,0
5253,0.119158027,0
456,0.119104776,0
5191,0.119104776,0
6621,0.119104776,0
7443,0.119104776,0
7661,0.119104776,0
9115,0.119104776,0
4239,0.119102491,0
4786,0.11906526,0
6330,0.119041154,0
204,0.119033663,1
9192,0.11896746,0
1865,0.118945972,0
7510,0.118925538,0
9126,0.118917256,1
1525,0.118916504,0
9433,0.118913564,0
58,0.118771146,0
409,0.118764891,0
3082,0.118707852,0
1659,0.118614107,0
1170,0.118557945,0
6438,0.118511787,0
1160,0.118498661,0
5798,0.118498661,0
9383,0.118485241,0
383,0.11846041,0
2884,0.118327106,0
1125,0.118311967,1
1634,0.118311967,0
8776,0.118238198,0
6822,0.118196137,1
4073,0.118195031,0
5129,0.118177327,0
8030,0.11812478,0
1015,0.118079352,0
1044,0.118026518,0
1822,0.118026518,0
2523,0.118026518,0
7435,0.118026518,0
9480,0.118026518,0
4979,0.11799378,0
4390,0.117993341,0
1165,0.117962122,0
4517,0.117879186,1
7744,0.117867451,0
5516,0.117845359,0
6323,0.117839723,0
3423,0.117775731,0
1825,0.117774281,0
4519,0.117664057,0
8667,0.117640919,0
7138,0.117640259,0
2036,0.117477759,0
1098,0.117425158,0
2759,0.117425158,0
6808,0.117425158,0
8858,0.117425158,0
4294,0.117367471,0
3534,0.117292459,1
5718,0.117272514,0
8415,0.117270575,0
7545,0.117239931,0
3155,0.117239188,0
4160,0.117204022,0
9452,0.117192647,1
3373,0.117154049,1
4423,0.11711228,0
4844,0.117092724,0
3227,0.117085002,0
2991,0.117060457,0
1179,0.117054215,1
8881,0.117054215,1
1078,0.116906421,0
5559,0.116897129,1
5843,0.116893615,0
9298,0.116890545,0
8867,0.116793907,0
8514,0.116725042,0
1161,0.116642049,1
1690,0.116642049,1
8791,0.116642049,0
702,0.116604365,0
2315,0.116597115,0
9343,0.116597115,0
2984,0.116592101,0
3966,0.116502804,0
5975,0.116477922,0
9494,0.116461141,0
6841,0.116452381,0
3002,0.116412283,0
7287,0.116412283,0
8755,0.116412283,0
327,0.116360097,0
4792,0.116360097,0
5823,0.116360097,0
7767,0.116360097,0
7808,0.116332395,0
7121,0.116288686,0
5696,0.116224482,0
6840,0.116143649,0
1817,0.116139936,0
3556,0.116139245,1
2986,0.116100468,0
6214,0.116065824,0
7969,0.116047494,0
7495,0.116033522,0
1850,0.116002081,0
